date,demand,season,platt_apag_mom_pct,platt_crude_mom_pct,temp_avg,precip_avg,threshold_temp_days,threshold_rainy_days,possible_working_days,avg_weight
202002,28504.0,0,-32.23592808660128,-37.844247823222,3.0865172413793105,2.432592592592593,0.0,0.0,20.0,0.0359
202003,111430.0,1,-26.07782836848488,-39.50584813068879,7.5845161290322585,1.6607727272727273,0.0,0.0,22.0,0.0679
202004,179289.0,1,12.025660119767911,49.44544364508392,10.461433333333334,2.3895,0.0,0.0,22.0,0.0913
202005,211793.0,1,39.412813348029594,33.885789450563664,17.574387096774196,3.6778620689655175,0.0,0.0,21.0,0.1065
202006,190046.0,2,10.70243080540525,6.097986776613928,22.7256,7.601384615384616,0.0,1.0,21.0,0.1117
202007,88767.0,2,5.651317421342172,1.6380405899795836,22.294,14.961903225806452,0.0,6.0,17.0,0.0767
202008,96006.0,2,-6.209864243095964,-5.665329674559638,26.309548387096775,17.97255172413793,0.0,7.0,14.0,0.0765
202009,133440.0,3,2.127513757712385,-2.0100887834855086,19.860766666666667,9.613538461538461,0.0,3.0,19.0,0.0937
202010,157192.0,3,9.765296776441822,6.721187600293743,13.49867741935484,0.8855789473684211,0.0,0.0,22.0,0.0981
202011,183747.0,3,8.000657153674794,14.797374308224477,8.186466666666666,2.655,0.0,1.0,20.0,0.112
202012,172519.0,0,9.356453517903152,9.950316396501634,-0.09112903225806453,0.44122222222222224,4.0,0.0,19.0,0.1085
202101,44772.0,0,10.734281333091866,11.106039582268302,-1.3942903225806451,0.926076923076923,9.0,0.0,12.0,0.034
202102,58823.0,0,5.731898920093981,5.848899558108545,3.218857142857143,1.647125,1.0,0.0,19.0,0.0359
202103,123554.0,1,-3.104125982674877,-2.359819144494435,8.593129032258064,5.7285,0.0,1.0,22.0,0.0679
202104,126788.0,1,0.9908806235910728,5.437994773423349,13.038333333333332,4.492055555555556,0.0,1.0,21.0,0.0913
202105,172846.0,1,8.488774411612265,7.929612600538616,16.47809677419355,6.20024,0.0,1.0,20.0,0.1065
202106,201766.0,2,1.4617081391425701,1.8581077249759215,21.62,4.269607142857143,0.0,0.0,22.0,0.1117
202107,112630.0,2,-1.7712474737555217,-4.688234833045934,25.93348387096774,9.737296296296295,0.0,3.0,19.0,0.0767
202108,74097.0,2,10.858031945409774,4.4944297984522485,24.675806451612903,10.606064516129033,0.0,3.0,19.0,0.0765
202109,153135.0,3,8.228817086623552,12.36437756885367,21.225233333333332,5.821172413793104,0.0,1.0,21.0,0.0937
202110,153592.0,3,-8.15290329896805,-1.6045106067548387,14.839709677419355,3.65272,0.0,0.0,21.0,0.0981
202111,130795.0,3,-7.309090870050083,-8.83319568665738,8.0724,2.7612,0.0,0.0,22.0,0.112
202112,173796.0,0,14.413062183607872,14.032547332756007,1.550741935483871,0.7767692307692307,2.0,0.0,21.0,0.1085
202201,80310.0,0,9.41673702632093,10.64614050303556,-1.056225806451613,0.27625,1.0,0.0,20.0,0.034
202202,46071.0,0,22.29642622295762,20.092804474955518,-0.27828571428571436,0.3657142857142857,2.0,0.0,18.0,0.0359
202203,112298.0,1,4.52191188274611,-7.311006820084254,7.573129032258064,3.9605652173913044,0.0,0.0,23.0,0.0679
202204,120576.0,1,-4.882349364625771,5.200687937601733,13.7342,3.7997058823529413,0.0,0.0,21.0,0.0913
202205,144151.0,1,-5.976877571418604,4.72569039523123,17.908645161290323,0.5808695652173913,0.0,0.0,22.0,0.1065
202206,124601.0,2,-20.245389720254348,-8.935363582357937,22.284666666666666,7.707241379310345,0.0,2.0,20.0,0.1117
202207,96822.0,2,1.2533035523231595,-6.324801544841662,25.87751612903226,7.167193548387097,0.0,2.0,19.0,0.0767
202208,117223.0,2,-19.713108715992167,-5.890213719050264,25.085870967741936,13.558133333333332,0.0,5.0,18.0,0.0765
202209,104977.0,3,-4.45147744686124,0.24099518009639276,20.692833333333333,7.244708333333333,0.0,2.0,20.0,0.0937
202210,151908.0,3,7.566977992678026,-5.385164051355207,13.23167741935484,5.786192307692308,0.0,2.0,19.0,0.0981
202211,154932.0,3,-8.675829337783568,-10.468348086139267,9.3704,3.307952380952381,0.0,0.0,22.0,0.112
202212,100400.0,0,4.385262597909856,4.124669759061095,-1.6741290322580644,0.9624230769230769,5.0,0.0,17.0,0.1085
202301,35603.0,0,5.538491219126818,2.120816772850187,-0.8865483870967742,1.5271851851851852,5.0,0.0,17.0,0.034
202302,73309.0,0,5.116471220669183,-4.375925188063368,2.3528928571428573,1.868125,0.0,0.0,20.0,0.0359
202303,130555.0,1,11.51161500160407,6.2662465302228965,9.174774193548387,1.99675,0.0,0.0,23.0,0.0679
202304,151185.0,1,-8.317523610066345,-10.174080017438126,12.988166666666666,3.3929,0.0,0.0,20.0,0.0913
202305,131953.0,1,-0.7440461510417218,0.08848188502510457,17.895516129032256,7.519499999999999,0.0,3.0,20.0,0.1065
202306,160230.0,2,12.450535525493267,7.271799897988784,22.266266666666663,9.61016,0.0,2.0,20.0,0.1117
202307,121470.0,2,12.43908428661431,7.4828086948169,25.480870967741936,19.09144827586207,0.0,6.0,15.0,0.0767
202308,126103.0,2,-1.5900674824714467,7.917354459526238,26.315,11.934233333333333,0.0,3.0,20.0,0.0765
202309,112994.0,3,-11.433828438743154,-3.8050238561436522,22.287866666666666,8.774821428571428,0.0,3.0,18.0,0.0937
202310,121027.0,3,-4.7382557535222585,-6.9057463747330345,14.54816129032258,1.5988333333333333,0.0,0.0,22.0,0.0981
202311,165339.0,3,-2.351232733164943,-7.456440532600861,7.712233333333333,3.0210833333333333,0.0,0.0,22.0,0.112
202312,136593.0,0,0.22729591213024314,1.961122008192695,1.9283870967741936,4.550039999999999,5.0,2.0,14.0,0.1085
202401,58124.0,0,-1.7042390952334951,2.583742401139144,0.4356129032258065,1.5299565217391304,2.0,0.0,21.0,0.034
202402,51019.0,0,8.16807043058958,4.039723431941344,3.8913103448275863,4.111307692307692,0.0,0.0,21.0,0.0359
202403,127786.0,1,7.533084431183479,5.966163451598971,6.756354838709678,3.0063478260869565,0.0,0.0,21.0,0.0679
202404,143434.0,1,1.6788846486972986,-5.7609125182898735,14.7884,4.601555555555556,0.0,0.0,22.0,0.0913
202405,137674.0,1,-0.43900500908556905,-1.7689649228185167,17.651612903225807,6.332578947368421,0.0,1.0,22.0,0.1065
202406,154776.0,2,0.12602513761532652,1.5519307308425656,22.595166666666668,6.516333333333334,0.0,2.0,18.0,0.1117
202407,93055.0,2,-10.007626800465264,-7.436579374279228,26.068129032258064,14.12374193548387,0.0,5.0,18.0,0.0767
202408,102161.0,2,-7.110303227462323,-5.260477075930792,27.63058064516129,4.738600000000001,0.0,0.0,22.0,0.0765
202409,119981.0,3,5.203920123893924,1.940030703657869,24.35506666666667,10.435962962962963,0.0,2.0,19.0,0.0937
202410,170810.0,3,0.6296282485894089,-3.0986694117198677,15.92574193548387,4.884615384615385,0.0,2.0,21.0,0.0981
202411,160996.0,3,-1.2503034195653684,0.8485385006311574,9.449,2.5623666666666667,0.0,0.0,21.0,0.112
202412,137571.0,0,8.331767116627686,9.798314601262103,1.4044193548387096,0.5974827586206896,0.0,0.0,22.0,0.1085
202501,54598.0,0,1.9797867775965594,-3.096017584932187,-0.43248387096774193,1.1677916666666668,2.0,0.0,21.0,0.034
202502,30168.0,0,-5.554355275712308,-6.97219272268762,-0.7431785714285715,0.8084347826086957,4.0,0.0,16.0,0.0359
202503,66470.0,1,-8.612974761856817,-6.552361244549532,7.287612903225806,2.517863636363636,0.0,0.0,21.0,0.0679
202504,128074.0,1,0.8998485214875895,-5.91265698649206,12.895133333333332,3.4368499999999997,0.0,0.0,22.0,0.0913
202505,142233.0,1,6.116354083611797,8.685618199957368,16.67916129032258,5.190347826086956,0.0,1.0,21.0,0.1065
202506,174015.0,2,-9.298910524922576,2.306614792505113,22.505066666666668,8.16052,0.0,2.0,19.0,0.1117
202507,76743.0,2,-2.430653274261141,-2.089979876312942,26.75054838709677,11.779076923076921,0.0,2.0,21.0,0.0767
202508,99509.0,2,0.33676295860252115,0.9024088255910501,27.104161290322583,8.11683870967742,0.0,1.0,20.0,0.0765
202509,143900.0,3,-4.402659326539093,-8.02445390181431,,,,,,0.0937
