date,demand,season_sin,season_cos,temp_avg,precip_avg,possible_working_days,avg_weight,ap_price_weight,crude_price_weight
201312,182314.0,-2.4492935982947064e-16,1.0,0.8715806451612903,1.40596,22.0,0.1085,132133.23333333334,137749.46666666667
201401,55139.0,0.49999999999999994,0.8660254037844387,-0.05309677419354847,0.9760000000000001,23.0,0.034,132133.23333333334,124500.4
201402,66464.0,0.8660254037844386,0.5000000000000001,2.0703214285714284,2.273909090909091,19.0,0.0359,132133.23333333334,124500.4
201403,85748.0,1.0,6.123233995736766e-17,7.367999999999999,4.191571428571429,21.0,0.0679,132133.23333333334,124500.4
201404,143005.0,0.8660254037844387,-0.49999999999999983,13.091533333333333,5.016444444444445,22.0,0.0913,132133.23333333334,124500.4
201405,163365.0,0.49999999999999994,-0.8660254037844387,18.18683870967742,3.2485999999999997,22.0,0.1065,132133.23333333334,124500.4
201406,188051.0,1.2246467991473532e-16,-1.0,21.5629,4.137964285714285,21.0,0.1117,132133.23333333334,137749.46666666667
201407,121127.0,-0.4999999999999998,-0.8660254037844388,24.881677419354837,6.5609,23.0,0.0767,132133.23333333334,124500.4
201408,116820.0,-0.8660254037844384,-0.5000000000000004,23.51267741935484,13.800896551724138,17.0,0.0765,132133.23333333334,124500.4
201409,112830.0,-1.0,-1.8369701987210297e-16,20.437566666666665,5.182730769230769,20.0,0.0937,132133.23333333334,124500.4
201410,139489.0,-0.8660254037844386,0.5000000000000001,14.328129032258065,7.698666666666666,22.0,0.0981,130369.4827586207,128837.6551724138
201411,163112.0,-0.5000000000000004,0.8660254037844384,8.279166666666667,4.231285714285714,19.0,0.112,146330.76666666666,142467.13333333333
201412,146122.0,-2.4492935982947064e-16,1.0,-1.2838387096774193,1.5235769230769232,21.0,0.1085,131693.46666666667,143202.33333333334
201501,57119.0,0.49999999999999994,0.8660254037844387,-0.04167741935483875,1.7127272727272727,21.0,0.034,154216.44827586206,154094.55172413794
201502,67480.0,0.8660254037844386,0.5000000000000001,1.5735714285714284,1.53915,19.0,0.0359,131693.46666666667,133424.93333333332
201503,94809.0,1.0,6.123233995736766e-17,6.357225806451614,2.7676,22.0,0.0679,142183.76666666666,133424.93333333332
201504,131813.0,0.8660254037844387,-0.49999999999999983,12.377466666666667,6.491,22.0,0.0913,131693.46666666667,133424.93333333332
201505,177035.0,0.49999999999999994,-0.8660254037844387,18.323225806451614,3.2768333333333337,21.0,0.1065,131693.46666666667,143202.33333333334
201506,167016.0,1.2246467991473532e-16,-1.0,21.545433333333335,5.3762083333333335,21.0,0.1117,131693.46666666667,143202.33333333334
201507,125437.0,-0.4999999999999998,-0.8660254037844388,24.181870967741936,7.622466666666667,22.0,0.0767,142183.76666666666,133424.93333333332
201508,135935.0,-0.8660254037844384,-0.5000000000000004,24.894290322580645,5.909857142857143,20.0,0.0765,154216.44827586206,154094.55172413794
201509,152550.0,-1.0,-1.8369701987210297e-16,20.018633333333334,4.061190476190476,22.0,0.0937,154216.44827586206,154094.55172413794
201510,166176.0,-0.8660254037844386,0.5000000000000001,14.533225806451613,3.864,21.0,0.0981,154216.44827586206,154094.55172413794
201511,155197.0,-0.5000000000000004,0.8660254037844384,9.615933333333334,5.32,21.0,0.112,154216.44827586206,154094.55172413794
201512,216398.0,-2.4492935982947064e-16,1.0,2.8670645161290325,1.94192,23.0,0.1085,141579.9,142557.76666666666
201601,45965.0,0.49999999999999994,0.8660254037844387,-1.5160967741935485,1.6034347826086957,15.0,0.034,146683.83333333334,142557.76666666666
201602,60022.0,0.8660254037844386,0.5000000000000001,1.2621724137931034,2.0462307692307693,21.0,0.0359,146683.83333333334,142557.76666666666
201603,127859.0,1.0,6.123233995736766e-17,6.811451612903226,3.255727272727273,23.0,0.0679,141579.9,142557.76666666666
201604,155100.0,0.8660254037844387,-0.49999999999999983,13.526733333333334,7.954476190476191,21.0,0.0913,141579.9,142557.76666666666
201605,185446.0,0.49999999999999994,-0.8660254037844387,18.35622580645161,5.7426111111111116,22.0,0.1065,141579.9,154094.55172413794
201606,207443.0,1.2246467991473532e-16,-1.0,22.13113333333333,3.0201481481481482,22.0,0.1117,154216.44827586206,154094.55172413794
201607,130442.0,-0.4999999999999998,-0.8660254037844388,25.154709677419355,12.460933333333333,16.0,0.0767,154216.44827586206,154094.55172413794
