date,ta_avg_mean,rn_day_mean,n_stations_ta,n_stations_rn
2001-01-01,-2.94,0.578,57,27
2001-01-02,-0.086,0.241,57,34
2001-01-03,-4.874,0.371,57,17
2001-01-04,-6.375,0.62,56,15
2001-01-05,-5.598,0.0,57,1
2001-01-06,-2.395,0.675,57,4
2001-01-07,2.13,28.274,57,57
2001-01-08,2.982,2.048,57,27
2001-01-09,2.012,5.24,57,57
2001-01-10,-2.979,0.488,57,8
2001-01-11,-3.426,0.536,57,39
2001-01-12,-7.756,0.0,57,3
2001-01-13,-6.863,3.138,57,37
2001-01-14,-10.941,0.841,56,17
2001-01-15,-12.196,0.44,56,10
2001-01-16,-10.804,0.15,57,10
2001-01-17,-7.111,0.05,55,12
2001-01-18,-1.36,0.217,57,30
2001-01-19,-0.419,0.794,57,31
2001-01-20,1.605,8.776,57,55
2001-01-21,-0.823,,57,0
2001-01-22,-1.36,,57,0
2001-01-23,-2.193,0.0,57,1
2001-01-24,-0.549,0.05,57,6
2001-01-25,2.426,0.838,57,13
2001-01-26,2.463,0.632,57,31
2001-01-27,1.009,2.674,57,57
2001-01-28,-1.067,0.578,57,45
2001-01-29,-2.204,0.871,57,35
2001-01-30,-1.263,0.128,57,18
2001-01-31,-0.188,2.228,57,39
2001-02-01,-2.298,0.021,57,14
2001-02-02,-4.391,0.295,57,20
2001-02-03,0.033,0.204,57,25
2001-02-04,1.688,0.0,57,2
2001-02-05,2.158,0.033,57,3
2001-02-06,3.539,3.174,57,19
2001-02-07,1.051,0.737,57,19
2001-02-08,-3.661,0.136,57,14
2001-02-09,-1.321,0.337,57,30
2001-02-10,-0.961,,57,0
2001-02-11,-1.298,,57,0
2001-02-12,-1.389,,57,0
2001-02-13,-1.719,0.0,57,1
2001-02-14,-2.789,0.75,57,2
2001-02-15,-0.97,6.263,57,57
2001-02-16,-3.064,0.278,56,9
2001-02-17,-2.084,0.0,57,2
2001-02-18,3.135,0.05,57,4
2001-02-19,4.184,,57,0
2001-02-20,4.153,,57,0
2001-02-21,4.251,2.18,57,41
2001-02-22,5.258,,57,0
2001-02-23,3.405,19.533,57,57
2001-02-24,1.295,7.435,57,57
2001-02-25,-0.556,0.167,57,3
2001-02-26,0.867,,57,0
2001-02-27,2.707,13.658,57,57
2001-02-28,5.119,12.113,57,56
2001-03-01,4.163,2.777,57,35
2001-03-02,4.379,0.5,57,2
2001-03-03,5.032,3.031,57,54
2001-03-04,-0.584,1.518,57,55
2001-03-05,2.511,0.0,57,3
2001-03-06,5.233,0.275,57,20
2001-03-07,0.289,0.08,57,20
2001-03-08,-3.023,0.741,57,39
2001-03-09,-0.228,0.529,57,24
2001-03-10,2.572,4.009,57,22
2001-03-11,0.698,0.0,57,1
2001-03-12,1.798,0.0,57,1
2001-03-13,3.772,0.0,57,3
2001-03-14,8.932,0.389,57,19
2001-03-15,5.972,0.889,57,9
2001-03-16,5.263,0.7,57,3
2001-03-17,7.012,0.98,57,30
2001-03-18,8.53,,57,0
2001-03-19,10.361,,57,0
2001-03-20,12.07,,57,0
2001-03-21,11.346,,57,0
2001-03-22,11.125,0.033,57,15
2001-03-23,9.754,,57,0
2001-03-24,11.432,0.0,57,1
2001-03-25,10.775,0.02,57,5
2001-03-26,4.849,,57,0
2001-03-27,3.911,0.688,57,32
2001-03-28,4.328,3.107,57,57
2001-03-29,3.102,0.379,57,42
2001-03-30,1.87,1.952,57,50
2001-03-31,4.135,0.0,57,1
2001-04-01,6.225,,57,0
2001-04-02,8.826,0.1,57,11
2001-04-03,8.412,0.0,57,1
2001-04-04,8.975,,57,0
2001-04-05,10.133,,57,0
2001-04-06,10.589,,57,0
2001-04-07,12.614,0.523,57,13
2001-04-08,14.916,0.033,57,3
2001-04-09,17.456,0.525,57,4
2001-04-10,16.26,,57,0
2001-04-11,9.579,6.393,57,57
2001-04-12,8.472,0.0,57,7
2001-04-13,10.963,1.125,57,8
2001-04-14,10.667,3.0,57,53
2001-04-15,12.942,,57,0
2001-04-16,14.43,,57,0
2001-04-17,14.495,,57,0
2001-04-18,15.218,,57,0
2001-04-19,14.746,0.787,57,8
2001-04-20,12.037,1.36,57,5
2001-04-21,12.335,,57,0
2001-04-22,12.118,3.34,57,5
2001-04-23,13.853,,57,0
2001-04-24,13.047,0.0,57,4
2001-04-25,11.337,,57,0
2001-04-26,12.502,,57,0
2001-04-27,14.175,,57,0
2001-04-28,15.291,1.63,57,40
2001-04-29,15.879,6.884,57,50
2001-04-30,16.353,9.252,57,46
2001-05-01,13.74,1.155,57,38
2001-05-02,13.521,1.377,57,44
2001-05-03,13.596,0.025,57,4
2001-05-04,14.288,0.91,57,20
2001-05-05,15.209,,57,0
2001-05-06,17.87,0.252,57,31
2001-05-07,17.256,11.405,57,57
2001-05-08,18.16,3.856,57,32
2001-05-09,15.849,2.527,57,26
2001-05-10,15.684,0.0,57,7
2001-05-11,15.411,,57,0
2001-05-12,16.689,,57,0
2001-05-13,18.323,,57,0
2001-05-14,18.905,,57,0
2001-05-15,18.028,0.141,57,22
2001-05-16,18.219,,57,0
2001-05-17,20.119,,57,0
2001-05-18,19.96,0.067,57,6
2001-05-19,21.426,0.0,57,1
2001-05-20,22.065,,57,0
2001-05-21,20.623,3.916,57,32
2001-05-22,17.1,9.428,57,57
2001-05-23,18.747,2.206,57,32
2001-05-24,19.988,0.233,57,3
2001-05-25,20.877,0.067,57,3
2001-05-26,19.688,0.333,57,9
2001-05-27,19.965,0.525,57,4
2001-05-28,20.177,,57,0
2001-05-29,21.791,,57,0
2001-05-30,18.695,1.952,57,46
2001-05-31,18.56,2.22,57,10
2001-06-01,19.323,1.7,57,17
2001-06-02,20.947,,57,0
2001-06-03,22.696,,57,0
2001-06-04,22.468,0.0,57,1
2001-06-05,20.551,1.071,57,31
2001-06-06,21.986,0.231,57,13
2001-06-07,22.474,0.243,57,7
2001-06-08,22.384,0.667,57,3
2001-06-09,22.521,6.473,57,11
2001-06-10,22.732,0.967,57,6
2001-06-11,21.644,4.7,57,10
2001-06-12,21.423,5.121,57,19
2001-06-13,18.888,6.367,57,57
2001-06-14,19.328,1.656,57,36
2001-06-15,20.077,,57,0
2001-06-16,20.712,0.0,57,6
2001-06-17,22.863,4.52,57,15
2001-06-18,20.619,65.556,57,57
2001-06-19,21.009,24.4,57,57
2001-06-20,21.253,4.319,57,27
2001-06-21,20.686,6.8,57,21
2001-06-22,21.253,1.776,57,42
2001-06-23,20.993,2.433,57,45
2001-06-24,20.004,62.375,57,57
2001-06-25,22.858,15.902,57,46
2001-06-26,22.468,2.427,57,33
2001-06-27,22.77,0.378,57,23
2001-06-28,24.288,1.042,57,12
2001-06-29,23.375,27.039,57,57
2001-06-30,23.675,25.623,57,57
2001-07-01,23.919,11.135,57,37
2001-07-02,26.868,1.272,57,18
2001-07-03,26.381,3.546,57,13
2001-07-04,26.591,0.343,57,7
2001-07-05,24.919,26.315,57,54
2001-07-06,23.823,5.84,57,30
2001-07-07,23.675,5.589,57,9
2001-07-08,24.381,,57,0
2001-07-09,24.528,,57,0
2001-07-10,23.581,7.01,57,42
2001-07-11,24.742,15.945,57,55
2001-07-12,23.425,26.434,57,50
2001-07-13,24.711,2.889,57,9
2001-07-14,24.384,19.742,57,57
2001-07-15,24.353,41.363,57,57
2001-07-16,22.94,13.062,57,47
2001-07-17,23.644,4.308,57,12
2001-07-18,23.528,0.975,57,4
2001-07-19,23.877,1.041,57,27
2001-07-20,25.468,3.178,57,50
2001-07-21,25.989,23.879,57,34
2001-07-22,27.53,12.35,57,20
2001-07-23,27.335,22.028,57,32
2001-07-24,27.035,18.139,57,23
2001-07-25,27.032,7.129,57,24
2001-07-26,27.047,5.376,57,17
2001-07-27,26.772,4.25,57,16
2001-07-28,27.17,2.622,57,9
2001-07-29,27.225,38.969,57,29
2001-07-30,26.24,29.126,57,53
2001-07-31,26.963,22.007,57,54
2001-08-01,27.261,14.611,57,47
2001-08-02,27.965,2.972,57,25
2001-08-03,28.209,2.827,57,11
2001-08-04,28.088,3.312,57,16
2001-08-05,25.53,3.672,57,53
2001-08-06,26.711,4.387,57,31
2001-08-07,25.954,21.705,57,57
2001-08-08,26.739,9.213,57,56
2001-08-09,24.809,8.618,57,17
2001-08-10,24.211,0.009,57,11
2001-08-11,23.104,1.763,57,32
2001-08-12,22.433,3.1,57,48
2001-08-13,23.404,16.763,57,51
2001-08-14,24.83,10.855,57,53
2001-08-15,25.274,11.353,57,53
2001-08-16,26.968,0.2,57,8
2001-08-17,27.118,1.1,57,2
2001-08-18,26.351,1.473,57,11
2001-08-19,25.689,2.58,57,10
2001-08-20,25.849,0.08,57,5
2001-08-21,25.861,0.267,57,12
2001-08-22,25.481,1.817,57,6
2001-08-23,24.686,0.25,57,2
2001-08-24,24.554,0.1,57,1
2001-08-25,23.386,0.844,57,16
2001-08-26,23.507,5.857,57,21
2001-08-27,23.282,3.462,57,13
2001-08-28,22.661,0.229,57,7
2001-08-29,22.146,2.546,57,13
2001-08-30,21.391,5.432,57,34
2001-08-31,21.691,0.0,57,3
2001-09-01,22.54,2.5,57,2
2001-09-02,22.947,1.67,57,10
2001-09-03,23.551,2.707,57,15
2001-09-04,22.53,0.0,57,1
2001-09-05,22.991,0.49,57,21
2001-09-06,22.705,6.267,57,27
2001-09-07,23.114,2.864,57,11
2001-09-08,23.5,4.732,57,25
2001-09-09,22.535,32.651,57,53
2001-09-10,22.419,10.589,57,44
2001-09-11,21.551,2.714,57,14
2001-09-12,19.956,0.014,57,7
2001-09-13,20.154,1.736,57,11
2001-09-14,18.939,24.156,57,39
2001-09-15,20.672,0.0,57,1
2001-09-16,20.586,,57,0
2001-09-17,21.467,0.125,57,4
2001-09-18,21.94,0.127,57,11
2001-09-19,20.2,5.9,57,8
2001-09-20,20.784,1.73,57,33
2001-09-21,17.451,7.735,57,17
2001-09-22,15.491,,57,0
2001-09-23,16.354,,57,0
2001-09-24,17.921,0.095,57,22
2001-09-25,18.616,0.587,57,38
2001-09-26,18.528,0.0,57,1
2001-09-27,18.737,0.0,57,1
2001-09-28,18.232,4.411,57,9
2001-09-29,18.649,0.0,57,8
2001-09-30,15.133,24.437,57,57
2001-10-01,15.884,8.819,57,54
2001-10-02,16.504,0.333,57,3
2001-10-03,17.495,0.121,57,19
2001-10-04,17.065,2.771,57,55
2001-10-05,14.73,1.2,57,4
2001-10-06,15.074,3.31,57,10
2001-10-07,16.235,0.586,57,7
2001-10-08,17.856,2.794,57,18
2001-10-09,15.7,43.477,57,57
2001-10-10,15.374,9.258,57,52
2001-10-11,15.721,0.942,57,24
2001-10-12,14.707,1.9,57,3
2001-10-13,14.533,,57,0
2001-10-14,15.542,,57,0
2001-10-15,16.377,0.093,57,27
2001-10-16,17.07,0.006,57,16
2001-10-17,13.939,0.114,57,7
2001-10-18,12.411,,57,0
2001-10-19,12.43,0.0,57,1
2001-10-20,13.532,0.15,57,2
2001-10-21,14.489,3.845,57,38
2001-10-22,15.463,6.202,57,47
2001-10-23,14.177,0.5,57,1
2001-10-24,14.109,0.3,57,1
2001-10-25,14.993,0.133,57,6
2001-10-26,15.568,0.0,57,1
2001-10-27,14.667,10.377,57,52
2001-10-28,15.395,19.505,57,56
2001-10-29,13.409,1.875,57,20
2001-10-30,12.823,2.38,57,5
2001-10-31,13.454,1.543,57,7
2001-11-01,12.393,1.842,57,31
2001-11-02,7.853,,57,0
2001-11-03,8.34,0.014,57,14
2001-11-04,8.093,0.0,57,4
2001-11-05,9.004,2.868,57,53
2001-11-06,5.598,0.49,57,10
2001-11-07,4.426,,57,0
2001-11-08,6.856,0.1,57,1
2001-11-09,8.684,4.706,57,32
2001-11-10,7.037,0.0,57,1
2001-11-11,6.663,0.0,57,4
2001-11-12,6.725,0.05,57,4
2001-11-13,5.226,0.4,57,8
2001-11-14,4.375,0.633,57,6
2001-11-15,4.263,0.964,57,14
2001-11-16,6.777,0.2,57,5
2001-11-17,6.14,,57,0
2001-11-18,4.721,,57,0
2001-11-19,5.504,,57,0
2001-11-20,6.305,,57,0
2001-11-21,6.893,,57,0
2001-11-22,7.396,,57,0
2001-11-23,7.279,,57,0
2001-11-24,7.979,0.883,57,23
2001-11-25,5.93,0.0,57,3
2001-11-26,1.284,0.085,57,13
2001-11-27,1.147,0.162,57,21
2001-11-28,5.993,0.539,57,31
2001-11-29,7.179,5.049,57,57
2001-11-30,3.202,0.5,57,1
2001-12-01,2.693,0.832,57,22
2001-12-02,4.282,0.2,57,13
2001-12-03,2.204,15.618,57,45
2001-12-04,2.711,1.87,57,27
2001-12-05,3.182,0.225,57,4
2001-12-06,1.307,0.28,57,5
2001-12-07,-0.609,,57,0
2001-12-08,1.728,,57,0
2001-12-09,1.682,,57,0
2001-12-10,2.781,1.708,57,12
2001-12-11,4.202,1.7,57,7
2001-12-12,5.104,4.077,57,57
2001-12-13,1.275,1.342,57,48
2001-12-14,-2.782,1.787,57,23
2001-12-15,-3.36,0.24,57,10
2001-12-16,-3.096,0.0,57,1
2001-12-17,-0.67,0.054,57,13
2001-12-18,-2.939,,57,0
2001-12-19,-2.853,,57,0
2001-12-20,-0.995,,57,0
2001-12-21,-0.649,0.537,57,43
2001-12-22,-2.295,0.3,57,6
2001-12-23,-2.233,0.044,57,9
2001-12-24,-1.626,0.556,57,16
2001-12-25,-0.288,4.192,57,39
2001-12-26,-0.577,,57,0
2001-12-27,-0.877,,57,0
2001-12-28,-1.835,0.0,57,1
2001-12-29,-0.837,1.618,57,50
2001-12-30,-2.691,0.552,57,23
2001-12-31,-1.189,2.657,57,35
2002-01-01,-1.526,0.849,57,41
2002-01-02,-6.967,1.433,57,6
2002-01-03,-4.907,0.0,57,1
2002-01-04,3.382,0.547,57,19
2002-01-05,0.289,0.25,57,4
2002-01-06,-1.433,,57,0
2002-01-07,-0.944,3.191,57,57
2002-01-08,-4.37,0.991,57,23
2002-01-09,-3.009,0.0,57,3
2002-01-10,1.777,0.022,57,9
2002-01-11,4.16,,57,0
2002-01-12,4.321,,57,0
2002-01-13,6.928,1.537,57,19
2002-01-14,9.67,1.579,57,56
2002-01-15,11.563,23.36,57,57
2002-01-16,6.74,17.372,57,57
2002-01-17,2.702,3.687,57,53
2002-01-18,1.989,1.182,57,11
2002-01-19,3.568,1.211,57,9
2002-01-20,2.723,3.621,57,47
2002-01-21,1.137,1.024,57,49
2002-01-22,-2.367,0.688,57,42
2002-01-23,-2.804,0.644,57,18
2002-01-24,-2.409,,56,0
2002-01-25,-1.902,,57,0
2002-01-26,0.667,8.646,57,56
2002-01-27,0.66,0.956,57,41
2002-01-28,-1.662,0.083,56,18
2002-01-29,-2.133,0.23,57,27
2002-01-30,-0.37,0.296,57,28
2002-01-31,-2.521,,57,0
2002-02-01,-0.953,0.1,57,3
2002-02-02,1.547,0.0,57,1
2002-02-03,1.423,0.0,57,4
2002-02-04,1.711,,57,0
2002-02-05,3.902,,57,0
2002-02-06,4.214,0.425,57,20
2002-02-07,3.875,0.0,57,7
2002-02-08,1.998,0.035,57,31
2002-02-09,-0.958,,57,0
2002-02-10,-0.342,0.891,57,45
2002-02-11,-1.796,0.898,57,41
2002-02-12,-1.365,,57,0
2002-02-13,0.104,,57,0
2002-02-14,-0.477,,57,0
2002-02-15,0.332,,57,0
2002-02-16,1.928,0.0,57,1
2002-02-17,3.093,0.478,57,32
2002-02-18,-0.761,,57,0
2002-02-19,-0.868,,57,0
2002-02-20,1.872,,57,0
2002-02-21,2.247,4.118,57,50
2002-02-22,4.088,0.0,57,6
2002-02-23,3.391,0.0,57,1
2002-02-24,3.539,0.08,57,5
2002-02-25,5.233,,57,0
2002-02-26,6.016,0.0,57,9
2002-02-27,6.072,0.827,57,30
2002-02-28,6.819,0.133,57,9
2002-03-01,5.021,0.0,57,1
2002-03-02,5.111,4.888,57,8
2002-03-03,4.553,0.256,57,9
2002-03-04,4.463,0.0,57,3
2002-03-05,4.037,6.367,57,57
2002-03-06,2.7,1.532,57,53
2002-03-07,1.281,,57,0
2002-03-08,2.814,,57,0
2002-03-09,8.454,0.0,57,2
2002-03-10,9.253,1.898,57,51
2002-03-11,6.937,,57,0
2002-03-12,8.13,,57,0
2002-03-13,9.626,,57,0
2002-03-14,8.423,14.951,57,55
2002-03-15,9.004,0.485,57,39
2002-03-16,8.933,,57,0
2002-03-17,10.258,,57,0
2002-03-18,8.249,0.0,57,1
2002-03-19,8.639,,57,0
2002-03-20,12.411,0.72,57,5
2002-03-21,9.47,13.298,57,57
2002-03-22,6.386,1.853,57,43
2002-03-23,5.626,0.125,57,4
2002-03-24,5.007,,57,0
2002-03-25,7.381,0.0,57,3
2002-03-26,8.842,0.229,57,7
2002-03-27,9.868,0.32,57,5
2002-03-28,10.881,0.525,57,16
2002-03-29,11.181,12.925,57,36
2002-03-30,10.368,3.254,57,48
2002-03-31,11.672,0.162,57,13
2002-04-01,13.974,,57,0
2002-04-02,15.181,,57,0
2002-04-03,13.244,0.0,57,3
2002-04-04,11.872,,57,0
2002-04-05,14.481,1.326,57,43
2002-04-06,13.018,28.561,57,57
2002-04-07,13.295,0.013,57,8
2002-04-08,10.516,0.075,57,8
2002-04-09,8.07,0.075,57,4
2002-04-10,8.775,,57,0
2002-04-11,9.119,0.0,57,1
2002-04-12,10.572,2.238,57,45
2002-04-13,12.063,0.02,57,5
2002-04-14,17.802,0.453,57,17
2002-04-15,18.1,10.233,57,49
2002-04-16,15.814,44.905,57,57
2002-04-17,11.335,0.186,57,7
2002-04-18,10.556,,57,0
2002-04-19,11.591,,57,0
2002-04-20,13.36,0.138,57,8
2002-04-21,16.919,0.333,57,15
2002-04-22,18.507,0.867,57,3
2002-04-23,16.758,14.732,57,41
2002-04-24,12.025,0.0,57,4
2002-04-25,9.788,,57,0
2002-04-26,11.34,0.0,57,1
2002-04-27,12.846,,57,0
2002-04-28,14.291,0.067,57,6
2002-04-29,14.87,16.564,57,56
2002-04-30,15.0,41.132,57,57
2002-05-01,15.086,3.469,57,32
2002-05-02,15.804,1.559,57,17
2002-05-03,14.428,20.307,57,57
2002-05-04,18.395,1.325,57,32
2002-05-05,16.784,0.0,57,3
2002-05-06,13.384,10.744,57,57
2002-05-07,11.011,46.325,57,57
2002-05-08,14.098,0.968,57,22
2002-05-09,15.558,0.0,57,4
2002-05-10,14.877,0.071,57,14
2002-05-11,15.347,0.0,57,1
2002-05-12,16.363,0.0,57,5
2002-05-13,17.911,,57,0
2002-05-14,18.219,3.876,57,25
2002-05-15,15.521,14.189,57,57
2002-05-16,14.46,5.175,57,57
2002-05-17,13.651,2.144,57,55
2002-05-18,14.9,6.616,57,51
2002-05-19,15.411,2.332,57,28
2002-05-20,17.73,,57,0
2002-05-21,19.728,0.0,57,2
2002-05-22,19.147,0.827,57,37
2002-05-23,19.167,,57,0
2002-05-24,19.079,,57,0
2002-05-25,19.03,0.125,57,4
2002-05-26,17.316,4.625,57,20
2002-05-27,16.928,,57,0
2002-05-28,17.77,0.153,57,15
2002-05-29,19.514,0.0,57,1
2002-05-30,19.528,0.786,57,42
2002-05-31,20.298,0.567,57,15
2002-06-01,20.974,0.218,57,38
2002-06-02,20.73,6.283,57,18
2002-06-03,21.233,,57,0
2002-06-04,21.695,0.456,57,9
2002-06-05,22.581,0.0,57,2
2002-06-06,23.742,,57,0
2002-06-07,24.121,0.0,57,1
2002-06-08,22.06,0.0,57,11
2002-06-09,21.902,,57,0
2002-06-10,22.291,18.425,57,56
2002-06-11,21.993,8.815,57,48
2002-06-12,19.905,8.106,57,36
2002-06-13,20.002,0.9,57,6
2002-06-14,19.411,0.25,57,2
2002-06-15,19.149,0.992,57,49
2002-06-16,20.64,0.78,57,20
2002-06-17,21.649,0.386,57,14
2002-06-18,22.595,,57,0
2002-06-19,23.053,6.65,57,14
2002-06-20,22.47,6.538,57,39
2002-06-21,22.633,3.44,57,5
2002-06-22,21.174,2.83,57,10
2002-06-23,17.688,5.079,57,57
2002-06-24,15.679,18.939,57,57
2002-06-25,17.414,0.225,57,16
2002-06-26,17.749,0.167,57,3
2002-06-27,19.096,0.0,57,1
2002-06-28,20.482,,57,0
2002-06-29,21.449,0.017,57,6
2002-06-30,21.919,3.507,57,44
2002-07-01,22.24,3.55,57,42
2002-07-02,23.339,6.504,57,48
2002-07-03,24.828,1.238,57,13
2002-07-04,25.835,0.887,57,23
2002-07-05,22.804,67.868,57,57
2002-07-06,21.581,16.082,57,57
2002-07-07,22.811,3.462,57,21
2002-07-08,20.853,5.268,57,44
2002-07-09,21.96,5.691,57,43
2002-07-10,23.118,0.806,57,17
2002-07-11,22.847,0.455,57,11
2002-07-12,24.786,0.0,57,1
2002-07-13,24.579,6.846,57,54
2002-07-14,24.204,14.807,57,57
2002-07-15,25.951,4.121,57,43
2002-07-16,25.375,3.47,57,30
2002-07-17,23.521,2.645,57,22
2002-07-18,23.354,1.764,57,25
2002-07-19,21.551,39.658,57,57
2002-07-20,24.132,3.0,57,46
2002-07-21,24.377,21.128,57,47
2002-07-22,23.321,23.839,57,56
2002-07-23,23.709,12.793,57,46
2002-07-24,25.505,12.45,57,8
2002-07-25,26.244,0.26,57,5
2002-07-26,25.27,2.902,57,48
2002-07-27,27.46,1.55,57,10
2002-07-28,26.595,0.04,57,5
2002-07-29,26.323,0.353,57,15
2002-07-30,26.933,0.523,57,22
2002-07-31,27.393,0.0,57,9
2002-08-01,27.06,0.113,57,15
2002-08-02,26.704,0.067,57,9
2002-08-03,26.639,3.897,57,36
2002-08-04,26.561,12.808,57,36
2002-08-05,27.354,14.017,57,47
2002-08-06,23.574,91.925,57,57
2002-08-07,22.651,114.693,57,57
2002-08-08,23.272,32.4,57,55
2002-08-09,22.835,36.967,57,43
2002-08-10,21.121,32.298,57,57
2002-08-11,20.439,17.126,57,57
2002-08-12,19.991,26.57,57,57
2002-08-13,20.872,13.3,57,49
2002-08-14,20.842,22.811,57,53
2002-08-15,21.089,27.266,57,47
2002-08-16,21.609,3.636,57,53
2002-08-17,23.075,3.798,57,40
2002-08-18,23.968,2.5,57,15
2002-08-19,22.614,1.884,57,25
2002-08-20,22.123,3.032,57,19
2002-08-21,22.075,0.12,57,5
2002-08-22,22.189,4.455,57,56
2002-08-23,23.919,4.916,57,56
2002-08-24,24.777,0.067,57,9
2002-08-25,24.409,1.319,57,16
2002-08-26,24.939,1.561,57,36
2002-08-27,25.249,19.655,57,53
2002-08-28,25.689,6.731,57,29
2002-08-29,26.382,0.713,57,23
2002-08-30,24.83,6.267,57,57
2002-08-31,22.37,145.377,57,57
2002-09-01,22.056,12.789,57,57
2002-09-02,24.507,0.0,57,1
2002-09-03,25.088,0.0,57,2
2002-09-04,24.086,0.4,57,3
2002-09-05,23.061,5.859,57,37
2002-09-06,21.132,9.98,57,25
2002-09-07,20.758,,57,0
2002-09-08,21.221,,57,0
2002-09-09,21.726,0.0,57,13
2002-09-10,21.44,0.6,57,2
2002-09-11,22.051,0.5,57,2
2002-09-12,20.484,3.019,57,36
2002-09-13,19.205,2.219,57,31
2002-09-14,18.979,0.825,57,36
2002-09-15,16.809,21.169,57,52
2002-09-16,16.442,26.151,57,53
2002-09-17,18.439,0.282,57,11
2002-09-18,17.57,,57,0
2002-09-19,17.76,,57,0
2002-09-20,18.328,0.0,57,1
2002-09-21,18.147,5.076,57,17
2002-09-22,17.307,2.667,57,33
2002-09-23,16.919,4.183,57,6
2002-09-24,17.433,,57,0
2002-09-25,17.886,0.0,57,1
2002-09-26,18.489,0.0,57,1
2002-09-27,17.116,0.057,57,7
2002-09-28,19.253,6.804,57,46
2002-09-29,18.411,8.896,57,51
2002-09-30,17.8,0.952,57,21
2002-10-01,17.547,1.925,57,20
2002-10-02,16.105,2.92,57,35
2002-10-03,15.844,2.41,57,40
2002-10-04,15.925,,57,0
2002-10-05,16.667,14.147,57,43
2002-10-06,14.998,14.991,57,57
2002-10-07,13.793,1.108,57,25
2002-10-08,11.577,,57,0
2002-10-09,11.363,,57,0
2002-10-10,13.028,,57,0
2002-10-11,14.574,,57,0
2002-10-12,15.932,0.0,57,3
2002-10-13,17.435,3.344,57,18
2002-10-14,15.288,0.125,57,4
2002-10-15,14.518,5.211,57,57
2002-10-16,13.804,0.0,57,1
2002-10-17,15.382,0.0,57,2
2002-10-18,15.002,5.237,57,49
2002-10-19,15.991,9.471,57,49
2002-10-20,13.853,5.648,57,56
2002-10-21,12.028,0.682,57,44
2002-10-22,6.1,,57,0
2002-10-23,4.774,,57,0
2002-10-24,8.181,1.306,57,34
2002-10-25,10.281,1.92,57,15
2002-10-26,8.296,6.513,57,56
2002-10-27,5.481,0.648,57,23
2002-10-28,4.604,0.829,57,17
2002-10-29,4.709,,57,0
2002-10-30,6.616,,57,0
2002-10-31,10.835,5.117,57,6
2002-11-01,6.707,0.2,57,15
2002-11-02,4.423,1.774,57,23
2002-11-03,4.288,4.749,57,41
2002-11-04,2.312,0.933,57,18
2002-11-05,3.361,,57,0
2002-11-06,7.874,,57,0
2002-11-07,10.618,5.825,57,57
2002-11-08,4.242,1.341,57,37
2002-11-09,2.43,1.0,57,4
2002-11-10,7.239,0.025,57,4
2002-11-11,13.639,0.075,57,12
2002-11-12,6.602,0.0,57,9
2002-11-13,2.737,0.312,57,24
2002-11-14,3.588,0.394,57,34
2002-11-15,2.288,,57,0
2002-11-16,1.916,,57,0
2002-11-17,3.311,2.817,57,54
2002-11-18,0.381,0.404,57,27
2002-11-19,0.293,,57,0
2002-11-20,3.953,0.885,57,34
2002-11-21,3.568,2.0,57,2
2002-11-22,3.533,0.14,57,5
2002-11-23,5.154,,57,0
2002-11-24,5.049,0.0,57,1
2002-11-25,2.896,0.42,57,5
2002-11-26,1.168,0.764,57,44
2002-11-27,0.654,,57,0
2002-11-28,1.9,,57,0
2002-11-29,6.682,0.65,57,38
2002-11-30,4.723,0.417,57,23
2002-12-01,2.428,,57,0
2002-12-02,3.844,1.5,57,1
2002-12-03,4.774,9.435,57,46
2002-12-04,9.302,8.852,57,48
2002-12-05,7.546,3.588,57,17
2002-12-06,5.763,0.737,57,32
2002-12-07,5.154,3.122,57,54
2002-12-08,2.275,8.53,57,57
2002-12-09,-2.598,1.616,57,37
2002-12-10,-5.075,0.485,57,13
2002-12-11,-4.04,0.47,57,30
2002-12-12,-3.504,0.219,57,16
2002-12-13,-3.377,,57,0
2002-12-14,-1.096,0.0,57,1
2002-12-15,3.321,0.917,57,48
2002-12-16,5.904,8.839,57,57
2002-12-17,3.682,0.762,57,8
2002-12-18,4.237,1.32,57,5
2002-12-19,3.854,0.02,57,5
2002-12-20,3.558,0.0,57,4
2002-12-21,6.086,3.74,57,10
2002-12-22,5.342,3.65,57,12
2002-12-23,5.096,2.579,57,53
2002-12-24,3.863,1.254,57,57
2002-12-25,-0.935,3.152,57,56
2002-12-26,-3.8,0.09,57,10
2002-12-27,-4.075,0.0,57,1
2002-12-28,-0.821,0.085,57,27
2002-12-29,-1.398,,57,0
2002-12-30,-1.975,0.137,57,8
2002-12-31,-1.784,0.044,57,16
2003-01-01,-2.847,0.0,57,1
2003-01-02,-3.042,0.0,57,6
2003-01-03,-1.665,1.709,57,57
2003-01-04,-6.97,2.812,56,34
2003-01-05,-10.234,1.138,56,13
2003-01-06,-9.072,0.033,57,3
2003-01-07,-6.52,0.0,56,2
2003-01-08,-4.75,0.0,56,1
2003-01-09,-1.468,,57,0
2003-01-10,-0.926,,57,0
2003-01-11,-0.886,,57,0
2003-01-12,1.698,,57,0
2003-01-13,4.084,,57,0
2003-01-14,0.282,7.52,57,10
2003-01-15,-4.011,0.0,57,1
2003-01-16,-0.784,,57,0
2003-01-17,2.823,1.684,57,55
2003-01-18,2.274,1.044,57,9
2003-01-19,1.025,0.0,57,12
2003-01-20,-1.033,0.381,57,31
2003-01-21,-2.225,0.0,57,2
